0,'Bench Under Sakura Tree','Outside','Sunny','Quiet',"../photos/IMG_3325.jpg","Open"
1,'Plaze Stone','Outside','Bright','Noisy',"../photos/IMG_3310.jpg","Open"
2,'Lafayette Lawn','Outside','Bright','Spacious',"../photos/IMG_3311.jpg","Open"
3,'Mc Keen Commons','Inside','Dark','Compact',"../photos/IMG_3312.jpg","Open"
4,'Under RISC Stairs','Inside','Dark','Noisy',"../photos/IMG_3309.jpg","Open"
5,'Bench Outside Skillman Library','Outside','Sunny','Noisy',"../photos/IMG_3320.jpg","Open"
6,'Tree Outside Skillman Library','Outside','Shaded','Uncomfortable',"../photos/IMG_3319.jpg","Open"
7,'Civil War Bench','Outside','Sunny','Uncomfortable',"../photos/IMG_3323.jpg","Open"
8,'Bench Outside Mc Keen','Outside','Sunny','Quiet',"../photos/IMG_3327.jpg","Open"
